audio_path,sentence,lang
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000057_noise.wav,옥점 어머니는 부끄러운 생각이 들어 그만 홱 돌아섰다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000096.wav,"Убежден, что Вы будете успешно руководить работой Комитета. 이런 때에 그 바람 소리는 자기들을 위하여 부는 듯하여 다행하였다.",mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21740441.mp3,Я хотел бы внести предложение.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000061_orig.wav,"그 가운데 거뭇거뭇 보이는 기둥, 집의 송장, 재재거리는 사람의 무리",ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000417_orig.wav,어린애의 젖 빠는 소리가 날 뿐이다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000343_speed105.wav,"아이고, 불쌍해라",ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30560789.mp3,И больше я ничего не думал.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_18928505.mp3,"Жене стало страшно: ей показалось, что над Ольгой сейчас начнут смеяться.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25238647.mp3,"Все мы разделяем цель международного управления, мира и безопасности.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000018_speed105.wav,못 들었어?,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000235.wav,서면역에서 술 한잔 했어요. Уже давно Левин чувствовал недовольство своим отношением к хозяйству.,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000160_speed095.wav,내 빅데이터를 믿어보라니깐?,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000533_orig.wav,김첨지는 어랍시요 하고 물러섰다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000320_orig.wav,그들은 자기들의 농사하는 이치를 이렇게 꼭꼭 알아내는 것이 얼마나 감사하게 생각 되었는지 몰랐다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000123_noise.wav,이거 놔! 놓으라고!,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21101366.mp3,В работе Организации Объединенных Наций ядерное разоружение занимает центральное место.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21587033.mp3,"Как и прежде, наша делегация выражает солидарность с правительством и народом Кубы.",ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000342.wav,"Уверяю вас, вам показалось. 그는 죽음으로써 모든 것을 당 하리라고 최후의 결심을 굳게 하였던 것이다.",mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_22925274.mp3,Группа Е — западноевропейские и другие государства.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38957205.mp3,"По срокам и ответственным по пунктам, отпишу в течении данной недели.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000364_speed105.wav,그리고 그의 독특한 덧니가 입술 새로 뾰죽 내밀었다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000182_speed095.wav,싱앗대는 이렇게 말하며 유서방을 곁눈질해 보았다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000293_orig.wav,꼬리를 굴리는 행운이 꼭 자기를 기다리고 있다고 내기를 해도 좋을 만한 믿음을 얻게 되었다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000004_speed095.wav,괜찮네.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000199_speed095.wav,난 안 낄 거야.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000080_noise.wav,엘리베이터만 십 년이에요,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000414_noise.wav,그리고 술이 들어가면 술만 들어가면 그는 그 광포성을 발휘하였습니다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000526_noise.wav,영신은 그 장면이 머릿속에 떠오르기만 해도 가슴이 설레고 얼굴이 화끈화끈 달았다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000386.wav,"Он встал, и рыданья прервали его речь. 지금 거기로 갈게요 선생님.",mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24254805.mp3,Сбросить статистику,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000380_noise.wav,영신은 잠자코 그 뒤를 따라 올랐다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000430_orig.wav,그는 이러한 생각에 그의 온 가슴은 뒤끓기 시작하였다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19151463.mp3,"Когда отведенное время будет истекать, на микрофоне выступающего замигает красный ободок.",ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000127.wav,밝은 달은 우리 가슴 Действие атомной радиации.,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000552_speed105.wav,영숙은 이미 자기를 떠나 옛날에 그 사람에게로 돌아갔다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000052.wav,Эта программа нуждается в поддержке международного сообщества. 아들의 뒤를 쫓아다니면서 며느릿감을 데리고 오라고 신신당부를 하였다.,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25794013.mp3,Мы призываем все страны поддержать принятие этого проекта резолюции консенсусом на Генеральной Ассамблее.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000215.wav,그렇다고 정거장 인력거꾼의 등쌀이 무서우니 정거장 앞에 섰을 수는 없었다. Это управомочивающий документ.,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20290356.mp3,"Люди боялись друг друга, и у них не было никакой надежды на выздоровление.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000083_orig.wav,아내와 동침하니 그가 잉태하여 에녹을 낳은지라,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000256_speed095.wav,그 말에 회원들은 손바닥이 뜨겁도록 박수를 한다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_18928501.mp3,"Наконец, позвольте мне остановиться на некоторых социально-экономических вопросах.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000161_noise.wav,타세요.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000479_noise.wav,창의 높이는 신철의 턱을 지나쳐 입술과 거의 맞닿았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20048601.mp3,"Это показывает, что до свободы и справедливости еще далеко.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000176_orig.wav,그는 지금에 그의 머리 속에서 일어나려는 환상의 활동을 거기에 전개시키려 한다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000089_orig.wav,그 스승 때문에 우리는 더욱 단련되는 것이다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000419_speed095.wav,크게 과단을 낸다는 게 결국은 크게 조심을 하는 것뿐입니다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38602239.mp3,"Следует отметить, что элемент интерактивности в таких прениях близок к нулю.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000235_speed105.wav,법원의 제청에 의한 법률의 위헌여부 심판,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20148070.mp3,С помощью целенаправленных мер нам также удалось добиться сокращения показателей курения.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000437_speed095.wav,간난이는 곤하던 차라 한잠 푹 자고 나서 벌떡 일어났다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000198_speed105.wav,내가 선비를 사랑한다 하고 선뜻 대답이 나오지는 않았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26938427.mp3,"Кроме того, избирательное и произвольное применение этого принципа лишь подрывает его общеприменимый характер.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000240_speed105.wav,그가 문밖을 나서며 다는 얼굴을 부비 쳤다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000449_speed095.wav,하고 말도 하기 싫다는 듯이 돌아 드러눕느다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27434855.mp3,"Поэтому наша делегация выражает серьезную обеспокоенность тем, как эта концепция навязывается Генеральной Ассамблее.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26699688.mp3,Но я просто хотел высказать эту реплику.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000129_orig.wav,그만둬요.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000125_orig.wav,서울서 온 백현경은 몇 번이나 안경을 벗어서 저고리 고름으로 닦았다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000278_orig.wav,너는 자라서 아무쪼록 훌륭한 사람이 되어라.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000042_speed105.wav,남편에겐 전화했어?,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26960773.mp3,Вопросы рационального использования наших океанов должны быть в центре обсуждения в ходе этой конференции.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000284_speed095.wav,무슨 핑계를 하는지 기어이 못 보게 하고 만다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21292447.mp3,"Действующие правила заключаются в том, что следует использовать официальные названия других стран или сокращения.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30387522.mp3,Они были в маленьком кабинете.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000052_speed105.wav,가인에게 표를 주사 만나는 누구에게든지 죽임을 면케 하시니라,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000086_orig.wav,영신이도 일이나 하려고 들어가는 사람처럼 일어섰다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000429.wav,"부려만 먹구 왜 성례 안하지유! Нет, она занята.",mixed
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000276.wav,И он с размаху стукнул по столу кулаком. 그는 이러한 생각에 그의 온 가슴은 뒤끓기 시작하였다.,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000231_noise.wav,대학 어디 나오셨어요?,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20294718.mp3,В странах Тихого океана многое было сделано в плане совершенствования законодательства и проведения реформы.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24603258.mp3,"Пора сделать так, чтобы это стало реальностью.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000541_orig.wav,평소에는 성이 난 사람처럼 뚜웅허니 남하고 수작 하기도 싫어하면서 술만 들어가면 불평이 쏟아진다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26089711.mp3,Сейчас Суд вступает в период смены руководства.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000288.wav,"Никто лучше Левина не мог понять ее величия. 차장도 얼른 창 밖을 내다보니까, 참말 이상도 하지요.",mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000266_noise.wav,이 초막 저 초막 길 위로 올라섰다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26870156.mp3,Мне очень совестно перед тобой и перед ним.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000197.wav,"이 여공의 특색은 웃으면 저렇게 눈이 되곤 하는 것이다. Однако, так или иначе, каждый платит свою цену за свободу.",mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24672109.mp3,Поэтому мы решили воздержаться при голосовании по проекту резолюции в целом.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000246_noise.wav,그는 자리에서 일어나서 불을 켜고 목화 송이를 고르기 시작하였다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000329.wav,"그 정도면 충분했잖아, 뭘 더 바라. Выявление достоинств и недостатков предлагаемой системы",mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000427_speed095.wav,설령 자네가 돈으로 영숙을 다시 끌어온다고 하세.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000241_noise.wav,그는 한숨을 푹 쉬며 원소를 향하여 걸었다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19483325.mp3,Наше правительство подтверждает свою приверженность Уставу Организации Объединенных Наций.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19922560.mp3,Мы призываем Генерального секретаря продолжать прилагать усилия на этом направлении.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20877114.mp3,Мнение международного сообщества по данному вопросу было выражено самым убедительным и последовательным образом.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000038_orig.wav,국밥집 부인은 이십 전을 마저 주었으면 하는 눈치를 뻔히 보였다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26849221.mp3,"Мне не тяжело, я сильный.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000163_speed105.wav,얼마나 더 걸릴 것 같아요?,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28433474.mp3,"– Барышня жива, – отвечала Палаша.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30649590.mp3,Что она пишет!,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000337_noise.wav,찬란한 문화로 자라난,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000123_speed095.wav,이거 놔! 놓으라고!,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000527_orig.wav,그러던 터에 오늘은 편지를 뜯어 보고 동혁은 적지 않이 놀랐다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000219_noise.wav,지아비는 돌아오지 않고 어린 딸은 도라지꽃이 좋아 돌무덤으로 갔다,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26794020.mp3,"Пусть каждый попытается понять доводы другой стороны, страдания другого, его опасения!",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23757829.mp3,"– Нет, молодой человек, – сказал он, качая головою.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28752482.mp3,– Я запрещаю тебе разговаривать с этим мальчишкой.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000031_noise.wav,아이들은 여느 때와 조금도 다름이 없이 재깔거리며 앞을 다투어 우르르 몰려들어온다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000341.wav,"첫째는 물끄러미 그의 뒷모양을 바라보다가 그가 산모퉁이를 지나간 후에 들어왔다. Студенты кенийских университетов собрались в Найроби, чтобы почтить память жертв японского землетрясения.",mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000394_orig.wav,집을 왜 이렇게 비워 둔담.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26262025.mp3,Передай ему привет.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25846450.mp3,Такие меры были приняты.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27858220.mp3,Тогда Пышма — вечная жизнь?,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000463.wav,인천 차가 열한 점에 있고 그 다음에는 새로 두 점이든가 Мы все их отвергаем и никогда их не выполним.,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20731422.mp3,"Если у тебя есть воля, не надо бояться невзгод».",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000000_orig.wav,춘우가 제발 그런 말을 좀 물어주지 않았으면 좋겠다 하였다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000075_orig.wav,라멕이 두 아내를 취하였으니 하나의 이름은 아다요 하나의 이름은 씰라며,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19591905.mp3,Нам нельзя терять ни минуты.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20210475.mp3,Ряд наших государств-членов внесли ощутимый вклад в усилия по оказанию гуманитарной помощи.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000202_speed095.wav,굵은 음성과 함께 외눈까풀이가 성큼 들어왔다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20230551.mp3,"К сожалению, это приведет к новому витку гонки вооружений.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000419_noise.wav,크게 과단을 낸다는 게 결국은 크게 조심을 하는 것뿐입니다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000530_orig.wav,신철이는 우미관 앞에서 오 전짜리 우동 두 그릇을 사먹고 나서야 기운이 났다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000176.wav,Речь идет о женщинах на всех уровнях. 아프세요?,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38246545.mp3,Размер виртуальной машины непосредственно влияет на время запуска и остановки,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23673008.mp3,Неожиданная весть сильно меня поразила.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20208972.mp3,В обе системы были вложены огромные средства.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000465_speed095.wav,비싼 거 훔쳐서 싸게 팔잖아,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000426.wav,«Следует создавать корабли и паруса для путешествия по воздушным небесам. 동혁은 짐짓 놀라며 묻지 않을 수 없었다.,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19497279.mp3,Мы глубоко обеспокоены застоем в урегулировании конфликта на Ближнем Востоке.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000039.wav,그리고 이런 으슥한 곳에서는 손이라도 따 뜻 이 쥐어 주었으면 좋을 것 같았다. Оказалось совсем противное.,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000058_speed095.wav,젠장할!,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000378.wav,"Сэр, меня ждут в другом месте. 빨리 놔. 똑바로 앉아.",mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000275_orig.wav,이제 다 끝났습니다,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38246528.mp3,Здесь расположены слова во множественном числе:,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_40856238.mp3,Что же последует за ними?,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000173_speed105.wav,돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000059_orig.wav,열어 봐.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000014_speed105.wav,오 분 내로 끊어,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000012_noise.wav,그런 모임을 조직할 필요를 역설하였다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23690207.mp3,"Меня старуха сослала в бухгалтерию, но я оттуда вырвалась на свободу.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31173781.mp3,"Алмазов, молодой небогатый офицер, слушал лекции в Академии генерального штаба.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000341_orig.wav,그는 천천히 삼청동 비탈길을 내려오기 시작하였다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26850103.mp3,Невозможно продолжить работу с теми же файлами и данными на другом устройстве,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000084.wav,Основными достоинствами этого доклада являются его справочная ценность и внимание к подробностям. 그날 밤이 새도록 그는 흥분이 되어서 자기의 과거를 일일이 다 이야기하였습니다.,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000365_orig.wav,여자가 그 나무를 본즉,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23861799.mp3,Настройка базовых и инфраструктурных сервисов,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000335_speed105.wav,행복은 습관이다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000089_speed095.wav,그 스승 때문에 우리는 더욱 단련되는 것이다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000525_orig.wav,시간 재고 잠복기를 줄이려고요,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000162_orig.wav,난 신경 안 써.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000447_orig.wav,미안하네.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19504085.mp3,"Устойчивый энергетический сектор является основой устойчивого развития таких малых островных государств, как Доминика.",ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000054.wav,Успех Хорватии придает импульс всему процессу расширения на Балканах. 머리를 갈래갈래 헤친 옥점 어머니가 마루로부터 뛰어내려와서 선비의 머리끄덩이를 움켜쥐었다.,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000375_noise.wav,나를 낳어 준 고향버덤두 더 정이 들었고요.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000020_speed105.wav,이게 뭐야?,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21565174.mp3,Поэтому правительство Исламской Республики Иран всесторонне сотрудничает с правозащитными механизмами Организации Объединенных Наций.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27635102.mp3,Не лучше полицейских или черно-пегих.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000245_speed095.wav,그리고 어디서 간수의 신발 소리가 나는가 하여 귀를 쫑긋 세우며 창 앞에 다가섰다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19493989.mp3,"Мы заслушали последнего оратора, выступившего по мотивам голосования.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000218_speed095.wav,이렇게 생각한 첫째는 눈을 부릅뜨고 선비를 바라보았다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000455_speed105.wav,들려요.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000109_noise.wav,"네, 알아요.",ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27274367.mp3,Смотрите!,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27217392.mp3,Сейчас Ассамблея заслушает выступление президента Республики Руанда.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000205_speed105.wav,진심이에요?,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000285_orig.wav,시멘트 포대를 시멘트 가루 개는 곳으로 나르라는 것이다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_32445972.mp3,В марте следующего года мы проведем еще один такой семинар на Ямайке.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000088_orig.wav,백씨는 수신인이 없는 편지를 황 급히 뜯었다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000186_noise.wav,네 힘을 여자들에게 쓰지 말며 왕들을 멸망시키는 일을 행치 말지어다,ko
