audio_path,sentence,lang
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971974.mp3,옥점 어머니가 밖으로부터 들어오며 이렇게 소리쳤다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19313029.mp3,"Мы, в западной Африке, в настоящее время переживаем волнительный период демократического обновления.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890293.mp3,그것을 좀 갖다가 물에 타서 먹게 하여라.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31858710.mp3,"Так вот и мы в мире, вроде единицы в счётном ряду.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612792.mp3,미안하네.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37378954.mp3,지역 경제 활성화에 테마파크가 기여하지 못한다는 걸 보여 주는 게 아니겠소?,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37018708.mp3,저리 안 가?,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211972.mp3,하루에 세 시간을 걸으면 칠 년 후에 지구를 한바퀴 돌 수 있다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40620760.mp3,선비는 이제야 깨어나는 듯이 부스스 일어앉았다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26215583.mp3,Соединенное Королевство привержено цели сохранения лишь минимального потенциала ядерного сдерживания.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20453187.mp3,"Мы твердо убеждены, что данная Программа представляет собой очень хорошую основу для начала работы.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23717631.mp3,Я не могу уйти.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37452152.mp3,"Страны, которые сегодня являются странами-донорами, завтра могут стать странами-реципиентами.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20393680.mp3,"Предусматривается оказание поддержки компаниям, предоставляющим работу молодежи, особенно в малых городах и сельских районах.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26089667.mp3,"Помогите нам внимательно выслушать требования тех людей, которые проводят мирные демонстрации.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971975.mp3,작은 것을 가지고도 고마워하고 만족할 줄 안다면 그는 행복한 사람이다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761883.mp3,아프세요?,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26819056.mp3,Почему боятся отмены тайны банковских операций?,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40193109.mp3,여호와 하나님이 동방의 에덴에 동산을 창설하시고,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998472.mp3,신철이는 옥점의 이러한 대답을 듣기 위하여 부러 물었던 것이다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383619.mp3,뒤설레는 마음을 진정하느라고 몸둘 곳을 몰라하는 동혁을 쳐다본다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39942080.mp3,간난이를 내쫓은 후부터는 별로이 싸우지를 않았다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38571697.mp3,Я сообщу эти планы в свою столицу на предмет рассмотрения.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27525209.mp3,"Мы хотели бы, чтобы наш опыт применялся на континентальном и глобальном уровнях.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39082012.mp3,그는 과자 가게에 가서 과자를 샀다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39595861.mp3,자원봉사를 몰라도 너무 모른다는 생각이 들어.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20828959.mp3,Мы выступаем именно за такой вариант.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39161648.mp3,결국 나는 또 한번 거기를 가보기로 작정하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_36467589.mp3,Он улыбнулся однако и подошел к Кити.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972155.mp3,그래서 몽금포에 가서도 오래 있지 못하고 곧 올라왔던 것이다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38957205.mp3,"По срокам и ответственным по пунктам, отпишу в течении данной недели.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211988.mp3,사별한 첫째 부인 사이에서는 자식이 아예 없었고,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37386649.mp3,신철이는 저 햇발을 바라보면서 지금 열한시 반이나 되었을 것을 짐작하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549153.mp3,"다만, 법률이 정하는 바에 의하여 대법관이 아닌 법관을 둘 수 있다.",cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40057465.mp3,동혁과 원재는 주사 기운에 말도 못 하는 영신의 어깨를 부축해서 병실로 데려다가 눕혔다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19504487.mp3,Эти проблемы должны решаться совместными усилиями.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36455843.mp3,그 사람의 마음까지 오는 것은 아니거든.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25656802.mp3,И снились милые черты.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28912639.mp3,"Чувствую, что это ложь.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26637573.mp3,Через пять бесконечных минут явилась Арина Прохоровна.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19092581.mp3,"Италия, разумеется, полностью присоединяется к заявлению посла Испании от имени Европейского союза.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800764.mp3,그는 천천히 삼청동 비탈길을 내려오기 시작하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24054172.mp3,"Так как же, Фома Фомич?",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36838384.mp3,선비는 기침을 칵칵 해가면서 자리를 붙지 못하고 몸부림을 쳤다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24582584.mp3,"Жители Ирака, безусловно, смогут управлять своей страной, но в чьих руках сегодня их нефть?",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669686.mp3,무슨 소리?,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_22919237.mp3,У нас есть работа.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383637.mp3,그는 생각지 않은 웃음이 픽 하고 나왔다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27008455.mp3,Каждый избиратель может голосовать не более чем за одного кандидата.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41074530.mp3,하고 실없는 말이라는 의미인지 씽긋 웃었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19126450.mp3,"Наконец, значительное развитие получил в этот период и военный космос.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21638094.mp3,Я не говорю о непостоянном членстве.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20398571.mp3,И он с размаху стукнул по столу кулаком.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36838392.mp3,인력거가 무거워지매 그의 몸은 이상하게도 가벼워졌고,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26542671.mp3,"Эти реформы осуществлялись и осуществляются многими развивающимися странами, включая мою страну.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24254803.mp3,Можно подключаться к удаленному рабочему столу своей рабочей станции в офисе,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39082018.mp3,"첫 번에 삼십전, 둘째 번에 오십전 –",cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41869397.mp3,선악을 알게하는 나무의 실과는 먹지 말라,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211929.mp3,그러던 터에 오늘은 편지를 뜯어 보고 동혁은 적지 않이 놀랐다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20186458.mp3,"Вот почему мы организовали серию консультаций как глобального, так и регионального характера.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_35282358.mp3,"Всё-таки это — лучшее, что он мог сделать.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_22926020.mp3,Это очень хороший город.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20636295.mp3,Для многих самих мигрантов миграция является способом поиска лучшей жизни.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_34546165.mp3,Это было его неверие.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39813694.mp3,그러면 땅도 파보고 농부들과 함께 아무것이라도 배워 가면서 할 것 같았다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26836865.mp3,Формулировки данного проекта резолюции соответствуют правилам процедуры и Уставу.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36438704.mp3,그는 한숨을 푹 쉬며 원소를 향하여 걸었다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36455828.mp3,춘우는 직감적으로 어머니가 어떠한 것을 알았으며 다시 생각할 여지도 없이 어머니의 사랑이 그리웠다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19534656.mp3,Только переговоры позволят устранить коренные причины израильско-палестинского конфликта.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36802416.mp3,간난이는 몸을 솟구지도 못하고 어찌할 줄을 몰랐다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972028.mp3,국군의 조직과 편성은 법률로 정한다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38571716.mp3,"Я вот хотел бы коснуться дискуссий, проходивших во вторник.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39853476.mp3,백씨는 수신인이 없는 편지를 황 급히 뜯었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30588951.mp3,Никто этого не знает.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21497547.mp3,В последние годы роль Организации Объединенных Наций невиданно возрастает.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383625.mp3,맹수의 부르짖음과 같이 사람으로 하여금 소름 돋치게 하는 무서운 감정의 발현이었습니다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21237518.mp3,Теперь же я хочу предоставить слово уважаемому представителю Швейцарии.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19150037.mp3,"Мы можем, конечно, основываться на имеющихся фактах, но не нужно возводить это в абсолют.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25011417.mp3,"Вот топор, вот топорище, вот кнут, вот кнутовище.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39832629.mp3,그러나 옥점이와 결혼까지 하고 싶은 생각은 꿈에도 없었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23763646.mp3,Ведь Софьюшкино недвижимое имение нам к себе придвинуть не можно.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655271.mp3,하루를 연기해서라도 설성월에게 그 이야기를 듣고 나서 어제 맘먹은 대로 청장을 하리라.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37498112.mp3,На сцене справа наверху открывается ширмочка.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998622.mp3,두 사람은 다시 아늑한 곳을 찾아서 문 밖으로 나왔다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35848523.mp3,창하도 빙그레 웃고 영숙도 방싯 웃는다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890361.mp3,춘우는 생각하는 눈으로 옆을 흘겨보며 물었다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211936.mp3,신철이는 우미관 앞에서 오 전짜리 우동 두 그릇을 사먹고 나서야 기운이 났다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25172109.mp3,Мы призываем всех поддержать мандат и деятельность господина Лемке.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612798.mp3,어디로?,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19542619.mp3,В центре внимания участников других прений было постконфликтное миростроительство.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40057460.mp3,나는 자네들을 친자식같이 아는데 자네들은 그것을 몰라준단 말이어.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998787.mp3,입과 혀를 지키는 자는 그 영혼을 환난에서 보전하느니라,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28236712.mp3,Швабрин явился тут же.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31871291.mp3,слово,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890298.mp3,싱앗대는 이렇게 말하며 유서방을 곁눈질해 보았다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40495437.mp3,와주셔서 감사합니다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37212021.mp3,언뜻 깨달으니 김첨지는 인력거를 쥔 채 길 한복판에 엉거주춤 멈춰 있지 않은가.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26883353.mp3,"Да, весна в полном блеске.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35848548.mp3,여호와 경외하기를 깨달으며 하나님을 알게 되리니,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41869376.mp3,그는 얼른 그리로 가서 참외를 만져 보았다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_35455927.mp3,А он одурачивает тебя.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_41568020.mp3,что правильно.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39038028.mp3,그래서 그들은 언제나 연못를 바라보며 위안을 얻었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19893873.mp3,"И мы, выходцы из бедных развивающихся стран, сталкиваемся с еще более сложными проблемами.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971952.mp3,무의식간에 선비는 이렇게 중얼거리며 흑흑 느껴 울었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_39948655.mp3,Я потерял близкого соседа и верного друга.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20839880.mp3,Сейчас слово имеет представитель Замбии.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890541.mp3,가을철 들면서부터 덕호는 읍의 출입이 잦아졌다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41036231.mp3,왔구나!,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20202848.mp3,"Однако, как говорится, чтобы судить о пудинге, нужно его отведать.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_36857164.mp3,"Уверяю вас, вам показалось.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23993945.mp3,Савельич стал в ней распоряжаться; я стал глядеть в узенькое окошко.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37339102.mp3,이제 그네들이 새 세상의 주인이 되려면 제가 떠나야지요,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39038071.mp3,그런지라.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20432840.mp3,"Он, как от грязного места, поспешно отошел от нее.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37444310.mp3,황천이 가까우니 진실을 말하마,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972100.mp3,굉장하게 큰 가방을 들고 있는걸 보면 아마 붐비는 차 안에,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38571717.mp3,Вы не видали ее?,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_36909622.mp3,Чуть не прыгает пошел отсюда.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25101073.mp3,Именно этого требует наша приверженность другим таким же людям.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24998489.mp3,"Эти изменения учитывают междисциплинарный и многосекторальный характер вопросов, касающихся молодежи.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39571266.mp3,어리석은 자는 그 노를 다 드러내어도 지혜로운 자는 그 노를 억제하느니라,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26829701.mp3,"Тогда казалось, что до возобновления значимых и серьезных переговоров рукой подать.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41342326.mp3,이 사내는 연쇄 살인범이야.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19460910.mp3,Это стало важной вехой в истории Организации Объединенных Наций.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39038046.mp3,이것을 네 속에 보존하며 네 입술에 있게 함이 아름다우니라,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38257691.mp3,나는 이것을 의논할 사람은 춘우밖에 없다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39769952.mp3,세월이 지난 후에 가인은 땅의 소산으로 제물을 삼아 여호와께 드렸고,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40669651.mp3,꼭 그렇진 않아요.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35971978.mp3,손끝은 뜨거움이 진해서 차츰 무신경 상태에 들어간다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42727232.mp3,그런 모임을 조직할 필요를 역설하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40620769.mp3,그리고 이서방이 없는 동안에 자기가 당한 일을 얼핏 생각하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25357146.mp3,"Но в общих чертах реальное положение на местах совершенно ясно, и оно — ужасно.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40239689.mp3,쓸데없는 절차와 일 때문에 얼마나 복잡한 삶을 살아가는가?,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39038142.mp3,그리고 너희년네가 간난이를 내보냈지 하고 위협하는 것만 같았다.,cv_ko
